OTA,Product ID,Activity Title,Main POI,Language,Tour Type,Group size,Meals,Departure City,Departure time,Travel Date,Check Date_Time (GMT+8),Lowest_Price_AID,Price_USD,Price_Destination_Local,Supplier,Package,Rating,Review Count,Order Count,Notes (platform extras),SKU Review
GetYourGuide,430077,"DMZ Insider Tour: Defector Q&A, 3rd Tunnel & Bridge Options",dmz,English,Join,big,,,,2026-04-22,2026-04-21T11:20:20.560Z,https://www.getyourguide.com/seoul-l197/seoul-dmz-3rd-tunnel-and-optional-suspension-bridge-tour-t430077/?ranking_uuid=72f641b4-bd72-4916-bd22-e85072eb1194,50.00,$50.00,PLK Travel Inc.,"DMZ Insider Tour: Defector Q&A, 3rd Tunnel & Bridge Options — DMZ Insider Tour: Defector Q&A, 3rd Tunnel & Bridge Options",4.9,16955,,"screenshot_path=data/screenshots/getyourguide-430077.png; image_count=10; first_image=https://cdn.getyourguide.com/image/format=auto,fit=crop,gravity=auto,quality=…; section_titles=(31 items); Language=[English|Japanese]",unverified
GetYourGuide,430077,"DMZ Insider Tour: Defector Q&A, 3rd Tunnel & Bridge Options",dmz,Japanese,Join,big,,,,2026-04-22,2026-04-21T11:20:20.560Z,https://www.getyourguide.com/seoul-l197/seoul-dmz-3rd-tunnel-and-optional-suspension-bridge-tour-t430077/?ranking_uuid=72f641b4-bd72-4916-bd22-e85072eb1194,50.00,$50.00,PLK Travel Inc.,"DMZ Insider Tour: Defector Q&A, 3rd Tunnel & Bridge Options — DMZ Insider Tour: Defector Q&A, 3rd Tunnel & Bridge Options",4.9,16955,,"screenshot_path=data/screenshots/getyourguide-430077.png; image_count=10; first_image=https://cdn.getyourguide.com/image/format=auto,fit=crop,gravity=auto,quality=…; section_titles=(31 items); Language=[English|Japanese]",unverified
GetYourGuide,92337,"DMZ: NK Defector, 3rd Tunnel, Suspension Bridge,Hotel Pickup",dmz,English,Join,big,,,,2026-04-22,2026-04-21T11:21:23.896Z,https://www.getyourguide.com/seoul-l197/seoul-dmz-tour-and-north-korean-defector-meet-up-add-on-t92337/?ranking_uuid=72f641b4-bd72-4916-bd22-e85072eb1194,45.00,$45.00,Seoul City Tour,"DMZ: NK Defector, 3rd Tunnel, Suspension Bridge,Hotel Pickup — DMZ: NK Defector, 3rd Tunnel, Suspension Bridge,Hotel Pickup",4.9,2392,,"screenshot_path=data/screenshots/getyourguide-92337.png; image_count=10; first_image=https://cdn.getyourguide.com/image/format=auto,fit=crop,gravity=auto,quality=…; section_titles=(34 items); Language=[English|Chinese|Japanese]",unverified
GetYourGuide,92337,"DMZ: NK Defector, 3rd Tunnel, Suspension Bridge,Hotel Pickup",dmz,Chinese,Join,big,,,,2026-04-22,2026-04-21T11:21:23.896Z,https://www.getyourguide.com/seoul-l197/seoul-dmz-tour-and-north-korean-defector-meet-up-add-on-t92337/?ranking_uuid=72f641b4-bd72-4916-bd22-e85072eb1194,45.00,$45.00,Seoul City Tour,"DMZ: NK Defector, 3rd Tunnel, Suspension Bridge,Hotel Pickup — DMZ: NK Defector, 3rd Tunnel, Suspension Bridge,Hotel Pickup",4.9,2392,,"screenshot_path=data/screenshots/getyourguide-92337.png; image_count=10; first_image=https://cdn.getyourguide.com/image/format=auto,fit=crop,gravity=auto,quality=…; section_titles=(34 items); Language=[English|Chinese|Japanese]",unverified
GetYourGuide,92337,"DMZ: NK Defector, 3rd Tunnel, Suspension Bridge,Hotel Pickup",dmz,Japanese,Join,big,,,,2026-04-22,2026-04-21T11:21:23.896Z,https://www.getyourguide.com/seoul-l197/seoul-dmz-tour-and-north-korean-defector-meet-up-add-on-t92337/?ranking_uuid=72f641b4-bd72-4916-bd22-e85072eb1194,45.00,$45.00,Seoul City Tour,"DMZ: NK Defector, 3rd Tunnel, Suspension Bridge,Hotel Pickup — DMZ: NK Defector, 3rd Tunnel, Suspension Bridge,Hotel Pickup",4.9,2392,,"screenshot_path=data/screenshots/getyourguide-92337.png; image_count=10; first_image=https://cdn.getyourguide.com/image/format=auto,fit=crop,gravity=auto,quality=…; section_titles=(34 items); Language=[English|Chinese|Japanese]",unverified
GetYourGuide,469557,"Seoul: DMZ Guided Tour with N.K.Defector, Gondola, Bridge",dmz,—,Join,big,,Seoul,,2026-04-22,2026-04-21T11:22:07.052Z,https://www.getyourguide.com/seoul-l197/seoul-dmz-guided-tour-with-suspension-bridge-and-gondola-t469557/?ranking_uuid=72f641b4-bd72-4916-bd22-e85072eb1194,49.00,$49.00,Korea Time Tour,"Seoul: DMZ Guided Tour with N.K.Defector, Gondola, Bridge — Seoul: DMZ Guided Tour with N.K.Defector, Gondola, Bridge",4.9,767,,"screenshot_path=data/screenshots/getyourguide-469557.png; image_count=10; first_image=https://cdn.getyourguide.com/image/format=auto,fit=crop,gravity=auto,quality=…; section_titles=(33 items)",unverified
GetYourGuide,63309,Seoul: DMZ The 3rd Tunnel and Suspension Bridge Tour,dmz,—,Join,big,,Seoul,,2026-04-22,2026-04-21T11:20:35.207Z,https://www.getyourguide.com/seoul-l197/seoul-dmz-the-3rd-tunnel-and-suspension-bridge-tour-t63309/?ranking_uuid=72f641b4-bd72-4916-bd22-e85072eb1194,65.00,$65.00,"I LOVE SEOUL TOUR Co., Ltd.",Seoul: DMZ The 3rd Tunnel and Suspension Bridge Tour — Seoul: DMZ The 3rd Tunnel and Suspension Bridge Tour,4.9,5735,,"screenshot_path=data/screenshots/getyourguide-63309.png; image_count=10; first_image=https://cdn.getyourguide.com/image/format=auto,fit=crop,gravity=auto,quality=…; section_titles=(32 items)",unverified
GetYourGuide,63099,Seoul: DMZ Tour & UN-Recognized NK Human Rights Center(Opt),dmz,English,Join,big,,Seoul,1:30,2026-04-22,2026-04-21T11:20:52.239Z,https://www.getyourguide.com/seoul-l197/seoul-dmz-tour-with-optional-suspension-bridge-t63099/?ranking_uuid=72f641b4-bd72-4916-bd22-e85072eb1194,45.00,$45.00,"I LOVE SEOUL TOUR Co., Ltd.",Seoul: DMZ Tour & UN-Recognized NK Human Rights Center(Opt) — Seoul: DMZ Tour & UN-Recognized NK Human Rights Center(Opt),4.9,5427,,"screenshot_path=data/screenshots/getyourguide-63099.png; image_count=10; first_image=https://cdn.getyourguide.com/image/format=auto,fit=crop,gravity=auto,quality=…; section_titles=(33 items); Language=[English|Japanese|Chinese]",unverified
GetYourGuide,63099,Seoul: DMZ Tour & UN-Recognized NK Human Rights Center(Opt),dmz,Japanese,Join,big,,Seoul,1:30,2026-04-22,2026-04-21T11:20:52.239Z,https://www.getyourguide.com/seoul-l197/seoul-dmz-tour-with-optional-suspension-bridge-t63099/?ranking_uuid=72f641b4-bd72-4916-bd22-e85072eb1194,45.00,$45.00,"I LOVE SEOUL TOUR Co., Ltd.",Seoul: DMZ Tour & UN-Recognized NK Human Rights Center(Opt) — Seoul: DMZ Tour & UN-Recognized NK Human Rights Center(Opt),4.9,5427,,"screenshot_path=data/screenshots/getyourguide-63099.png; image_count=10; first_image=https://cdn.getyourguide.com/image/format=auto,fit=crop,gravity=auto,quality=…; section_titles=(33 items); Language=[English|Japanese|Chinese]",unverified
GetYourGuide,63099,Seoul: DMZ Tour & UN-Recognized NK Human Rights Center(Opt),dmz,Chinese,Join,big,,Seoul,1:30,2026-04-22,2026-04-21T11:20:52.239Z,https://www.getyourguide.com/seoul-l197/seoul-dmz-tour-with-optional-suspension-bridge-t63099/?ranking_uuid=72f641b4-bd72-4916-bd22-e85072eb1194,45.00,$45.00,"I LOVE SEOUL TOUR Co., Ltd.",Seoul: DMZ Tour & UN-Recognized NK Human Rights Center(Opt) — Seoul: DMZ Tour & UN-Recognized NK Human Rights Center(Opt),4.9,5427,,"screenshot_path=data/screenshots/getyourguide-63099.png; image_count=10; first_image=https://cdn.getyourguide.com/image/format=auto,fit=crop,gravity=auto,quality=…; section_titles=(33 items); Language=[English|Japanese|Chinese]",unverified
GetYourGuide,390228,"Seoul: DMZ Tour with Optional Suspension Bridge, JSA Museum",dmz,English,Join,big,,Seoul,,2026-04-22,2026-04-21T11:21:08.201Z,https://www.getyourguide.com/seoul-l197/seoul-dmz-with-optional-suspension-bridge-north-korea-view-t390228/?ranking_uuid=72f641b4-bd72-4916-bd22-e85072eb1194,45.00,$45.00,VIP Travel,"Seoul: DMZ Tour with Optional Suspension Bridge, JSA Museum — Seoul: DMZ Tour with Optional Suspension Bridge, JSA Museum",4.9,4449,,"screenshot_path=data/screenshots/getyourguide-390228.png; image_count=10; first_image=https://cdn.getyourguide.com/image/format=auto,fit=crop,gravity=auto,quality=…; section_titles=(35 items); Language=[English|Chinese|Spanish]",unverified
GetYourGuide,390228,"Seoul: DMZ Tour with Optional Suspension Bridge, JSA Museum",dmz,Chinese,Join,big,,Seoul,,2026-04-22,2026-04-21T11:21:08.201Z,https://www.getyourguide.com/seoul-l197/seoul-dmz-with-optional-suspension-bridge-north-korea-view-t390228/?ranking_uuid=72f641b4-bd72-4916-bd22-e85072eb1194,45.00,$45.00,VIP Travel,"Seoul: DMZ Tour with Optional Suspension Bridge, JSA Museum — Seoul: DMZ Tour with Optional Suspension Bridge, JSA Museum",4.9,4449,,"screenshot_path=data/screenshots/getyourguide-390228.png; image_count=10; first_image=https://cdn.getyourguide.com/image/format=auto,fit=crop,gravity=auto,quality=…; section_titles=(35 items); Language=[English|Chinese|Spanish]",unverified
GetYourGuide,390228,"Seoul: DMZ Tour with Optional Suspension Bridge, JSA Museum",dmz,Spanish,Join,big,,Seoul,,2026-04-22,2026-04-21T11:21:08.201Z,https://www.getyourguide.com/seoul-l197/seoul-dmz-with-optional-suspension-bridge-north-korea-view-t390228/?ranking_uuid=72f641b4-bd72-4916-bd22-e85072eb1194,45.00,$45.00,VIP Travel,"Seoul: DMZ Tour with Optional Suspension Bridge, JSA Museum — Seoul: DMZ Tour with Optional Suspension Bridge, JSA Museum",4.9,4449,,"screenshot_path=data/screenshots/getyourguide-390228.png; image_count=10; first_image=https://cdn.getyourguide.com/image/format=auto,fit=crop,gravity=auto,quality=…; section_titles=(35 items); Language=[English|Chinese|Spanish]",unverified
GetYourGuide,143286,"Seoul: DMZ Tour, 3rd Tunnel, Suspension Bridge & NK Defector",dmz,English,Join,big,,Seoul,,2026-04-22,2026-04-21T11:22:23.163Z,https://www.getyourguide.com/seoul-l197/seoul-dmz-highlights-north-korean-defector-talk-meet-up-t143286/?ranking_uuid=72f641b4-bd72-4916-bd22-e85072eb1194,50.00,$50.00,Cosmojin Tour Consulting,"Seoul: DMZ Tour, 3rd Tunnel, Suspension Bridge & NK Defector — Seoul: DMZ Tour, 3rd Tunnel, Suspension Bridge & NK Defector",4.7,547,,"screenshot_path=data/screenshots/getyourguide-143286.png; image_count=10; first_image=https://cdn.getyourguide.com/image/format=auto,fit=crop,gravity=auto,quality=…; section_titles=(30 items); Language=[English|Korean]",unverified
GetYourGuide,143286,"Seoul: DMZ Tour, 3rd Tunnel, Suspension Bridge & NK Defector",dmz,Korean,Join,big,,Seoul,,2026-04-22,2026-04-21T11:22:23.163Z,https://www.getyourguide.com/seoul-l197/seoul-dmz-highlights-north-korean-defector-talk-meet-up-t143286/?ranking_uuid=72f641b4-bd72-4916-bd22-e85072eb1194,50.00,$50.00,Cosmojin Tour Consulting,"Seoul: DMZ Tour, 3rd Tunnel, Suspension Bridge & NK Defector — Seoul: DMZ Tour, 3rd Tunnel, Suspension Bridge & NK Defector",4.7,547,,"screenshot_path=data/screenshots/getyourguide-143286.png; image_count=10; first_image=https://cdn.getyourguide.com/image/format=auto,fit=crop,gravity=auto,quality=…; section_titles=(30 items); Language=[English|Korean]",unverified
GetYourGuide,515571,Seoul: Half-Day DMZ Tour Led by a Retired Military Officer,dmz,—,Join,big,,Seoul,,2026-04-22,2026-04-21T11:21:37.374Z,https://www.getyourguide.com/seoul-l197/seoul-half-day-dmz-tour-led-by-a-retired-military-officer-t515571/?ranking_uuid=72f641b4-bd72-4916-bd22-e85072eb1194,57.00,$57.00,PLK Travel Inc.,Seoul: Half-Day DMZ Tour Led by a Retired Military Officer — Seoul: Half-Day DMZ Tour Led by a Retired Military Officer,4.9,1673,,"screenshot_path=data/screenshots/getyourguide-515571.png; image_count=10; first_image=https://cdn.getyourguide.com/image/format=auto,fit=crop,gravity=auto,quality=…; section_titles=(31 items)",unverified
GetYourGuide,462225,Seoul: Small Group DMZ Tour with Lunch – Paju or Cheorwon,dmz,—,Join,small,Yes,Seoul,,2026-04-22,2026-04-21T11:22:38.040Z,https://www.getyourguide.com/seoul-l197/from-seoul-cheorwon-dmz-korean-war-tour-with-lunch-t462225/?ranking_uuid=72f641b4-bd72-4916-bd22-e85072eb1194,120.00,$120.00,TRIPPER,Seoul: Small Group DMZ Tour with Lunch – Paju or Cheorwon — Seoul: Small Group DMZ Tour with Lunch – Paju or Cheorwon,4.9,119,,"screenshot_path=data/screenshots/getyourguide-462225.png; image_count=10; first_image=https://cdn.getyourguide.com/image/format=auto,fit=crop,gravity=auto,quality=…; section_titles=(24 items)",unverified
GetYourGuide,142011,Seoul: Small-Group DMZ Tour with North Korea Experience Hall,dmz,—,Join,small,,Seoul,,2026-04-22,2026-04-21T11:21:52.225Z,https://www.getyourguide.com/seoul-l197/seoul-dmz-tour-with-north-korea-experience-hall-365-days-t142011/?ranking_uuid=72f641b4-bd72-4916-bd22-e85072eb1194,55.00,$55.00,Seoul N Tour,Seoul: Small-Group DMZ Tour with North Korea Experience Hall — Seoul: Small-Group DMZ Tour with North Korea Experience Hall,4.7,1426,,"screenshot_path=data/screenshots/getyourguide-142011.png; image_count=10; first_image=https://cdn.getyourguide.com/image/format=auto,fit=crop,gravity=auto,quality=…; section_titles=(33 items)",unverified
GetYourGuide,870891,Authentic knife making experience at a blacksmith in Kyoto,kiyomizu temple,English,Join,big,,Kyoto,,2026-04-22,2026-04-21T11:10:58.418Z,https://www.getyourguide.com/kyoto-l96826/authentic-knife-making-experience-at-a-blacksmith-in-kyoto-t870891/?ranking_uuid=44cdade2-c515-46a6-b8fb-bdd5c610af6f,151.00,$151.00,Kendo Experience,Authentic knife making experience at a blacksmith in Kyoto — Authentic knife making experience at a blacksmith in Kyoto,4.9,510,,"screenshot_path=data/screenshots/getyourguide-870891.png; image_count=10; first_image=https://cdn.getyourguide.com/image/format=auto,fit=crop,gravity=auto,quality=…; section_titles=(22 items); Language=[English|Japanese]",unverified
GetYourGuide,870891,Authentic knife making experience at a blacksmith in Kyoto,kiyomizu temple,Japanese,Join,big,,Kyoto,,2026-04-22,2026-04-21T11:10:58.418Z,https://www.getyourguide.com/kyoto-l96826/authentic-knife-making-experience-at-a-blacksmith-in-kyoto-t870891/?ranking_uuid=44cdade2-c515-46a6-b8fb-bdd5c610af6f,151.00,$151.00,Kendo Experience,Authentic knife making experience at a blacksmith in Kyoto — Authentic knife making experience at a blacksmith in Kyoto,4.9,510,,"screenshot_path=data/screenshots/getyourguide-870891.png; image_count=10; first_image=https://cdn.getyourguide.com/image/format=auto,fit=crop,gravity=auto,quality=…; section_titles=(22 items); Language=[English|Japanese]",unverified
GetYourGuide,355455,Best of Kyoto: Red Gates of Fushimi Inari & Kiyomizu Temple,kiyomizu temple,English,Join,big,,Kyoto,,2026-04-22,2026-04-21T11:11:28.472Z,https://www.getyourguide.com/kyoto-l96826/kyoto-s-treasures-fushimi-inari-s-red-gates-sacred-sites-t355455/?ranking_uuid=44cdade2-c515-46a6-b8fb-bdd5c610af6f,88.00,$88.00,Kyoto Fun,Best of Kyoto: Red Gates of Fushimi Inari & Kiyomizu Temple — Best of Kyoto: Red Gates of Fushimi Inari & Kiyomizu Temple,4.8,36,,"screenshot_path=data/screenshots/getyourguide-355455.png; image_count=10; first_image=https://cdn.getyourguide.com/image/format=auto,fit=crop,gravity=auto,quality=…; section_titles=(26 items); Language=[English|French]",unverified
GetYourGuide,355455,Best of Kyoto: Red Gates of Fushimi Inari & Kiyomizu Temple,kiyomizu temple,French,Join,big,,Kyoto,,2026-04-22,2026-04-21T11:11:28.472Z,https://www.getyourguide.com/kyoto-l96826/kyoto-s-treasures-fushimi-inari-s-red-gates-sacred-sites-t355455/?ranking_uuid=44cdade2-c515-46a6-b8fb-bdd5c610af6f,88.00,$88.00,Kyoto Fun,Best of Kyoto: Red Gates of Fushimi Inari & Kiyomizu Temple — Best of Kyoto: Red Gates of Fushimi Inari & Kiyomizu Temple,4.8,36,,"screenshot_path=data/screenshots/getyourguide-355455.png; image_count=10; first_image=https://cdn.getyourguide.com/image/format=auto,fit=crop,gravity=auto,quality=…; section_titles=(26 items); Language=[English|French]",unverified
GetYourGuide,844541,Kyoto : Kiyomizu-dera Temple : kimono and Indoor photo shoot,kiyomizu temple,—,Join,big,,Kyoto,,2026-04-22,2026-04-21T11:12:13.159Z,https://www.getyourguide.com/kyoto-l96826/kyoto-kiyomizu-dera-temple-kimono-and-indoor-photo-shoot-t844541/?ranking_uuid=44cdade2-c515-46a6-b8fb-bdd5c610af6f,47.00,$47.00,Maiko Transformation Studio Shiki・Rental Kimono Shiki Sakura,Kyoto : Kiyomizu-dera Temple : kimono and Indoor photo shoot — Kyoto : Kiyomizu-dera Temple : kimono and Indoor photo shoot,4.8,8,,"screenshot_path=data/screenshots/getyourguide-844541.png; image_count=10; first_image=https://cdn.getyourguide.com/image/format=auto,fit=crop,gravity=auto,quality=…; section_titles=(23 items)",unverified
GetYourGuide,719866,Kyoto kiyomizu Temple : Maiko and Samurai Couple Photoshoot,kiyomizu temple,—,Join,big,,Kyoto,,2026-04-22,2026-04-21T11:11:43.224Z,https://www.getyourguide.com/kyoto-l96826/kyoto-kiyomizu-temple-maiko-and-samurai-couple-photoshoot-t719866/?ranking_uuid=44cdade2-c515-46a6-b8fb-bdd5c610af6f,112.00,$112.00,Maiko Transformation Studio Shiki・Rental Kimono Shiki Sakura,Kyoto kiyomizu Temple : Maiko and Samurai Couple Photoshoot — Kyoto kiyomizu Temple : Maiko and Samurai Couple Photoshoot,4.8,26,,"screenshot_path=data/screenshots/getyourguide-719866.png; image_count=10; first_image=https://cdn.getyourguide.com/image/format=auto,fit=crop,gravity=auto,quality=…; section_titles=(22 items)",unverified
GetYourGuide,137921,"Kyoto: Fushimi Inari, Kinkakuji, Bamboo Grove 1 Day Bus Tour",kiyomizu temple,English,Join,big,,Kyoto,,2026-04-22,2026-04-21T11:09:02.941Z,https://www.getyourguide.com/kyoto-l96826/kyoto-full-day-unesco-and-historical-sites-tour-t137921/?ranking_uuid=44cdade2-c515-46a6-b8fb-bdd5c610af6f,120.00,$120.00,Japan Panoramic Tours,"Kyoto: Fushimi Inari, Kinkakuji, Bamboo Grove 1 Day Bus Tour — Kyoto: Fushimi Inari, Kinkakuji, Bamboo Grove 1 Day Bus Tour",4.8,4738,,"screenshot_path=data/screenshots/getyourguide-137921.png; image_count=10; first_image=https://cdn.getyourguide.com/image/format=auto,fit=crop,gravity=auto,quality=…; section_titles=(34 items); Language=[English|Spanish|French|Italian|German|Portuguese]",unverified
GetYourGuide,137921,"Kyoto: Fushimi Inari, Kinkakuji, Bamboo Grove 1 Day Bus Tour",kiyomizu temple,Spanish,Join,big,,Kyoto,,2026-04-22,2026-04-21T11:09:02.941Z,https://www.getyourguide.com/kyoto-l96826/kyoto-full-day-unesco-and-historical-sites-tour-t137921/?ranking_uuid=44cdade2-c515-46a6-b8fb-bdd5c610af6f,120.00,$120.00,Japan Panoramic Tours,"Kyoto: Fushimi Inari, Kinkakuji, Bamboo Grove 1 Day Bus Tour — Kyoto: Fushimi Inari, Kinkakuji, Bamboo Grove 1 Day Bus Tour",4.8,4738,,"screenshot_path=data/screenshots/getyourguide-137921.png; image_count=10; first_image=https://cdn.getyourguide.com/image/format=auto,fit=crop,gravity=auto,quality=…; section_titles=(34 items); Language=[English|Spanish|French|Italian|German|Portuguese]",unverified
GetYourGuide,137921,"Kyoto: Fushimi Inari, Kinkakuji, Bamboo Grove 1 Day Bus Tour",kiyomizu temple,French,Join,big,,Kyoto,,2026-04-22,2026-04-21T11:09:02.941Z,https://www.getyourguide.com/kyoto-l96826/kyoto-full-day-unesco-and-historical-sites-tour-t137921/?ranking_uuid=44cdade2-c515-46a6-b8fb-bdd5c610af6f,120.00,$120.00,Japan Panoramic Tours,"Kyoto: Fushimi Inari, Kinkakuji, Bamboo Grove 1 Day Bus Tour — Kyoto: Fushimi Inari, Kinkakuji, Bamboo Grove 1 Day Bus Tour",4.8,4738,,"screenshot_path=data/screenshots/getyourguide-137921.png; image_count=10; first_image=https://cdn.getyourguide.com/image/format=auto,fit=crop,gravity=auto,quality=…; section_titles=(34 items); Language=[English|Spanish|French|Italian|German|Portuguese]",unverified
GetYourGuide,137921,"Kyoto: Fushimi Inari, Kinkakuji, Bamboo Grove 1 Day Bus Tour",kiyomizu temple,Italian,Join,big,,Kyoto,,2026-04-22,2026-04-21T11:09:02.941Z,https://www.getyourguide.com/kyoto-l96826/kyoto-full-day-unesco-and-historical-sites-tour-t137921/?ranking_uuid=44cdade2-c515-46a6-b8fb-bdd5c610af6f,120.00,$120.00,Japan Panoramic Tours,"Kyoto: Fushimi Inari, Kinkakuji, Bamboo Grove 1 Day Bus Tour — Kyoto: Fushimi Inari, Kinkakuji, Bamboo Grove 1 Day Bus Tour",4.8,4738,,"screenshot_path=data/screenshots/getyourguide-137921.png; image_count=10; first_image=https://cdn.getyourguide.com/image/format=auto,fit=crop,gravity=auto,quality=…; section_titles=(34 items); Language=[English|Spanish|French|Italian|German|Portuguese]",unverified
GetYourGuide,137921,"Kyoto: Fushimi Inari, Kinkakuji, Bamboo Grove 1 Day Bus Tour",kiyomizu temple,German,Join,big,,Kyoto,,2026-04-22,2026-04-21T11:09:02.941Z,https://www.getyourguide.com/kyoto-l96826/kyoto-full-day-unesco-and-historical-sites-tour-t137921/?ranking_uuid=44cdade2-c515-46a6-b8fb-bdd5c610af6f,120.00,$120.00,Japan Panoramic Tours,"Kyoto: Fushimi Inari, Kinkakuji, Bamboo Grove 1 Day Bus Tour — Kyoto: Fushimi Inari, Kinkakuji, Bamboo Grove 1 Day Bus Tour",4.8,4738,,"screenshot_path=data/screenshots/getyourguide-137921.png; image_count=10; first_image=https://cdn.getyourguide.com/image/format=auto,fit=crop,gravity=auto,quality=…; section_titles=(34 items); Language=[English|Spanish|French|Italian|German|Portuguese]",unverified
GetYourGuide,137921,"Kyoto: Fushimi Inari, Kinkakuji, Bamboo Grove 1 Day Bus Tour",kiyomizu temple,Portuguese,Join,big,,Kyoto,,2026-04-22,2026-04-21T11:09:02.941Z,https://www.getyourguide.com/kyoto-l96826/kyoto-full-day-unesco-and-historical-sites-tour-t137921/?ranking_uuid=44cdade2-c515-46a6-b8fb-bdd5c610af6f,120.00,$120.00,Japan Panoramic Tours,"Kyoto: Fushimi Inari, Kinkakuji, Bamboo Grove 1 Day Bus Tour — Kyoto: Fushimi Inari, Kinkakuji, Bamboo Grove 1 Day Bus Tour",4.8,4738,,"screenshot_path=data/screenshots/getyourguide-137921.png; image_count=10; first_image=https://cdn.getyourguide.com/image/format=auto,fit=crop,gravity=auto,quality=…; section_titles=(34 items); Language=[English|Spanish|French|Italian|German|Portuguese]",unverified
GetYourGuide,880516,Kyoto: Kimono Rental with Hairstyling and Accessories,kiyomizu temple,—,Join,big,,Kyoto,,2026-04-22,2026-04-21T11:10:03.730Z,https://www.getyourguide.com/kyoto-l96826/kyoto-kimono-rental-with-hairstyling-and-accessories-t880516/?ranking_uuid=44cdade2-c515-46a6-b8fb-bdd5c610af6f,21.00,$21.00,"YUUKAGA Co., Ltd",Kyoto: Kimono Rental with Hairstyling and Accessories — Kyoto: Kimono Rental with Hairstyling and Accessories,4.8,861,,"screenshot_path=data/screenshots/getyourguide-880516.png; image_count=10; first_image=https://cdn.getyourguide.com/image/format=auto,fit=crop,gravity=auto,quality=…; section_titles=(22 items)",unverified
GetYourGuide,757556,Kyoto: Kiyomizu-dera UNESCO Guided Tour,kiyomizu temple,English,Join,big,,Kyoto,,2026-04-22,2026-04-21T11:11:59.350Z,https://www.getyourguide.com/kyoto-l96826/kyoto-discover-every-bit-of-kiyomizu-temple-in-90-minutes-t757556/?ranking_uuid=44cdade2-c515-46a6-b8fb-bdd5c610af6f,66.00,$66.00,"DeepExperience, Inc.",Kyoto: Kiyomizu-dera UNESCO Guided Tour — Kyoto: Kiyomizu-dera UNESCO Guided Tour,4.8,20,,"screenshot_path=data/screenshots/getyourguide-757556.png; image_count=10; first_image=https://cdn.getyourguide.com/image/format=auto,fit=crop,gravity=auto,quality=…; section_titles=(24 items); Language=[English|Japanese]",unverified
GetYourGuide,757556,Kyoto: Kiyomizu-dera UNESCO Guided Tour,kiyomizu temple,Japanese,Join,big,,Kyoto,,2026-04-22,2026-04-21T11:11:59.350Z,https://www.getyourguide.com/kyoto-l96826/kyoto-discover-every-bit-of-kiyomizu-temple-in-90-minutes-t757556/?ranking_uuid=44cdade2-c515-46a6-b8fb-bdd5c610af6f,66.00,$66.00,"DeepExperience, Inc.",Kyoto: Kiyomizu-dera UNESCO Guided Tour — Kyoto: Kiyomizu-dera UNESCO Guided Tour,4.8,20,,"screenshot_path=data/screenshots/getyourguide-757556.png; image_count=10; first_image=https://cdn.getyourguide.com/image/format=auto,fit=crop,gravity=auto,quality=…; section_titles=(24 items); Language=[English|Japanese]",unverified
GetYourGuide,805954,Kyoto: Nidec Kyoto Tower Observation Deck Admission Ticket,kiyomizu temple,—,Join,big,,Kyoto,,2026-04-22,2026-04-21T11:11:12.090Z,https://www.getyourguide.com/kyoto-l96826/kyoto-nidec-kyoto-tower-observation-deck-admission-ticket-t805954/?ranking_uuid=44cdade2-c515-46a6-b8fb-bdd5c610af6f,6.00,$6.00,LINKTIVITY Inc.,Kyoto: Nidec Kyoto Tower Observation Deck Admission Ticket — Kyoto: Nidec Kyoto Tower Observation Deck Admission Ticket,4.4,308,,"screenshot_path=data/screenshots/getyourguide-805954.png; image_count=10; first_image=https://cdn.getyourguide.com/image/format=auto,fit=crop,gravity=auto,quality=…; section_titles=(21 items)",unverified
GetYourGuide,551173,Kyoto: Tea Ceremony in a Traditional Tea House near Kiyomizu,kiyomizu temple,—,Join,big,,Kyoto,,2026-04-22,2026-04-21T11:09:49.039Z,https://www.getyourguide.com/kyoto-l96826/kyoto-tea-ceremony-in-a-traditional-tea-house-in-kiyomizu-t551173/?ranking_uuid=44cdade2-c515-46a6-b8fb-bdd5c610af6f,48.00,$48.00,SAKAGUCHIAN,Kyoto: Tea Ceremony in a Traditional Tea House near Kiyomizu — Kyoto: Tea Ceremony in a Traditional Tea House near Kiyomizu,4.9,3794,,"screenshot_path=data/screenshots/getyourguide-551173.png; image_count=10; first_image=https://cdn.getyourguide.com/image/format=auto,fit=crop,gravity=auto,quality=…; section_titles=(21 items)",unverified
GetYourGuide,442195,From Tokyo: Mt. Fuji & Hakone Tour w/ Return by Bullet Train,mt fuji,English,Join,big,,Tokyo,,2026-04-22,2026-04-21T10:58:31.999Z,https://www.getyourguide.com/tokyo-l193/from-tokyo-mt-fuji-hakone-tour-w-return-by-bullet-train-t442195/?ranking_uuid=703c19bc-b71a-4d41-a536-572b1612d1d4,143.00,$143.00,H.I.S. Co Ltd(TIC),From Tokyo: Mt. Fuji & Hakone Tour w/ Return by Bullet Train — From Tokyo: Mt. Fuji & Hakone Tour w/ Return by Bullet Train,4.2,1418,,"screenshot_path=data/screenshots/getyourguide-442195.png; image_count=10; first_image=https://cdn.getyourguide.com/image/format=auto,fit=crop,gravity=auto,quality=…; section_titles=(33 items); Language=[English|Spanish]",unverified
